,sentence,download_link
17,"3 (C12714), the Commission has directed an oral summary argument process, which will include both written argument and oral submissions.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
18,"Specifically, any participants wishing to participate in final argument must file written final argument.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
19,"Oral argument will follow, but is optional, except for Enbridge, which is required to do both.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
20,"Enbridge’s written final argument will be due 3 business days following the close of cross-examination, intervenors’ written argument will be due 2 business days after that.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
21,"The Commission also requires parties to file their intention to participate in oral argument, in writing, before the end of cross-examination.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
22,"If the hearing ends as anticipated in this tentative schedule, the Commission will hear oral summary argument the week of 12 July 2021.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
23,This date is subject to change if the tentative schedule varies significantly.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
24,"Please contact the Process Advisory Team if you have any questions with respect to any of the information noted above, at EnbridgeContracting@cer-rec.gc.ca or by telephone toll-free at 1-800-899-1265.   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
25,"Yours sincerely,  Signed by  Jean-Denis Charlebois Secretary of the Commission   Attachment  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
26,https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4094340https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4091340mailto:EnbridgeContracting@cer-rec.gc.caAppendix,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
27,"I – Attachment to Commission Letter dated 8 June 2021 Page 1 of 2    Appendix I – Updated Tentative Schedule for  Oral Cross-Examination  Witness Panel Date Cross-Examining Party (time estimates in brackets, if known)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
28,"Enbridge Pipelines Inc. (Enbridge) Panel 1 May 19 – 21,  May 25 – 27,  May 31 –",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
29,June 2  CSG  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
30,Suncor  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
31,ConocoPhillips  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
32,CCRL & FCL  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
33,EPAC  Government of Saskatchewan  Inter Pipeline  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
34,MEG  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
35,Valero / Phillips 66 CER  Enbridge Panel 2 June 2 – 3 June 7 – 8 CSG (7 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
36,Suncor (5 hours) CCRL & FCL (2.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
37,CER Enbridge Wood Mackenzie June 9 –,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
38,10 CSG (1 hour),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
39,Suncor (1 hour),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
40,CER Cenovus Energy Inc. (Cenovus),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
41,"June 10,  June 14 – 15 CSG (6 hours)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
42,ConocoPhillips (1 hour),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
43,Suncor (2 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
44,CER United Refining Company June 15 Suncor (0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
45,CER BP Products North America Inc. (BP),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
46,June 15 – 16 CSG (2 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
47,ConocoPhillips (1 hour) Suncor (0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
48,Valero / Phillips 66,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
49,(0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
50,CER Appendix I – Attachment to Commission Letter dated 8 June 2021 Page 2 of 2   Motiva Trading LLC (Motiva) June 16 Suncor (0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
51,Valero / Phillips 66 (0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
52,CER Imperial Oil Limited (Imperial),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
53,June 16 – 17 CSG (1 hour),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
54,Suncor (0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
55,Valero / Phillips 66 (0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
56,CER Canadian Shippers Group (CSG),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
57,"June 17, June 21 – 22 Enbridge (6 hours)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
58,BP (1 hour),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
59,Cenovus (2 hours) Imperial (0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
60,CER MEG Energy Corp. (MEG),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
61,June 22 Enbridge (2 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
62,BP (0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
63,CER Inter Pipeline Ltd. (Inter Pipeline),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
64,June 22 – 23 Enbridge (1 hour),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
65,CER Suncor Energy Inc. (Suncor),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
66,"June 23, 25 Enbridge (3 hours)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
67,Cenovus (2 hours) BP (0.5 hours) Imperial (0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
68,CER,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
69,The Explorers and Producers Association of Canada (EPAC),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
70,"June 25, June 28 Enbridge (3 hours)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
71,BP (1 hour),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
72,Cenovus (1 hour),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
73,CER Consumers’ Cooperative Refineries Ltd. and Federated Co-operatives Limited (CCRL & FCL),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
74,June 28 – 29 Enbridge (2 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
75,BP (0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
76,CER Valero Energy Inc. (Valero) / Phillips 66 Canada (Phillips 66),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
77,June 29 Enbridge (2 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
78,BP (0.5 hours) Imperial (0.5 hours),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
79,CER Government of Saskatchewan June 29 –,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
80,30 Enbridge (2 hours) CER,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4101249
0,File OF-Tolls-Group1-E101-2019-02 02,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
1,7 June 2021   ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
2,"Ms. Jennifer Nichols Associate General Counsel Regulatory Law Enbridge Pipelines Inc. 200,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
3,"Fifth Avenue Place Calgary,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
4,AB   T2P 3L8 Email jennifer.nichols@enbridge.com,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
5,"Ms. Kristi Millar Senior Legal Counsel Enbridge Pipelines Inc. 200, Fifth Avenue Place Calgary,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
6,AB   T2P 3L8 Email,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
7,"kristi.millar@enbridge.com Mr. D.G. Davies,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
8,Q.C. Norton Rose Fulbright,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
9,"Canada LLP 3700,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
10,"400 Third Avenue SW Calgary, AB   T2P 4H2 Email don.davies@nortonrosefulbright.com",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
11,"Mr. B. Roth Dentons 850 – 2 Street SW Calgary, AB   T2P 0R8",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
12,Email bernard.roth@dentons.com Enbridge Pipelines Inc.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
13,Legal Services Email legal.services.lp.gtm.rla.paralegals@enbridge.com    ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
14,"Dear Ms. Nichols, Ms. Millar, Mr. Davies and Mr. Roth:  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
15,Enbridge Pipelines Inc. (Enbridge)  Canadian Mainline Contracting Application Hearing Order RH-001-2020,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
16,Aids to Questioning of Enbridge Wood Mackenzie Panel  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
17,In accordance with Procedural Update,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
18,No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
19,3 (C12714) and Procedural Update,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
20,No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
21,"4 (C13017),",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
22,the following aid to questioning may be referred to by counsel for the Commission of the Canada Energy Regulator (Commission) during questioning of Enbridge,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
23,’s Wood Mackenzie witness panel:  1. 2020,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
24,"Enbridge Day Presentation – Liquids Pipelines (previously filed as an aid to cross by the Canadian Shippers Group, (C13116-7)      …/2mailto:",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
25,jennifer.nichols@enbridge.commailto:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
26,kristi.millar@enbridge.commailto:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
27,don.davies@nortonrosefulbright.commailto:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
28,bernard.roth@dentons.commailto:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
29,legal.services.lp.gtm.rla.paralegals@enbridge.comhttps://apps.cer-rec.gc.ca/REGDOCS/Item/View/4091340https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4094340https://apps.cer-rec.gc.ca/REGDOCS/File/,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
30,Download/4098596   ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
31,-2-   ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
32,"If you have any questions regarding this notice, please contact the Enbridge Process Advisory team at EnbridgeContracting@cer-rec.gc.ca.   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
33,"Yours sincerely,  Signed by  Jean-Denis Charlebois Secretary of the Commission   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
34,c.c.       ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
35,All Participants in the RH-001-2020 Proceeding mailto:EnbridgeContracting@cer-rec.gc.ca,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099449
0,File OF-Tolls-Group1-E101-2019-02 02,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
1,4 June 2021   ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
2,"Ms. Jennifer Nichols Associate General Counsel Regulatory Law Enbridge Pipelines Inc. 200,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
3,"Fifth Avenue Place Calgary,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
4,AB   T2P 3L8 Email jennifer.nichols@enbridge.com,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
5,"Ms. Kristi Millar Senior Legal Counsel Enbridge Pipelines Inc. 200, Fifth Avenue Place Calgary,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
6,AB   T2P 3L8 Email,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
7,"kristi.millar@enbridge.com Mr. D.G. Davies,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
8,Q.C. Norton Rose Fulbright,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
9,"Canada LLP 3700,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
10,"400 Third Avenue SW Calgary, AB   T2P 4H2 Email don.davies@nortonrosefulbright.com",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
11,"Mr. B. Roth Dentons 850 – 2 Street SW Calgary, AB   T2P 0R8",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
12,Email bernard.roth@dentons.com Enbridge Pipelines Inc.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
13,Legal Services Email legal.services.lp.gtm.rla.paralegals@enbridge.com    ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
14,"Dear Ms. Nichols, Ms. Millar, Mr. Davies and Mr. Roth:  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
15,Enbridge Pipelines Inc. (Enbridge)  Canadian Mainline Contracting Application Hearing Order RH-001-2020,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
16,Aids to Questioning of Enbridge Panel,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
17,No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
18,2  In accordance with Procedural Update,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
19,No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
20,3 (C12714) and Procedural Update,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
21,No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
22,4 (C13017),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
23,", the following aids to questioning may be referred to by counsel for the Commission of the Canada Energy Regulator (Commission) during questioning of  Enbridge Witness Panel",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
24,No. 2:  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
25,1.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
26,"Commission, Letter Decision RH-002-2020, Campus Application for Tolls and  Terms and Conditions of Service for the Suffield North Pipeline, 7 April 2021, (REGDOCS No.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
27,"C12297-1), 2.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
28,"National Energy Board (NEB), Reasons for Decision RH-1-2007, TransCanada PipeLines Limited Gros Cacouna Receipt Point Application, July 2007,  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
29,(REGDOCS No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
30,A16008-1) 3.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
31,"Enbridge Pipelines Inc. – Competitive Toll Settlement and Final Toll Application, Appendix 1 – Competitive Toll Settlement (the CTS), 2 May 2011,  (REGDOCS",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
32,No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
33,A1Y9R7)  …/2mailto:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
34,jennifer.nichols@enbridge.commailto:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
35,kristi.millar@enbridge.commailto:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
36,don.davies@nortonrosefulbright.commailto:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
37,bernard.roth@dentons.commailto:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
38,legal.services.lp.gtm.rla.paralegals@enbridge.comhttps://apps.cer-rec.gc.ca/REGDOCS/Item/View/4091340https://apps.cer-rec.gc.ca/REGDOCS/Item/View/4094340https://docs2.cer,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
39,-rec.gc.ca/ll-eng/llisapi.dll/fetch/2000/90465/92837/3827917/3908276/4083725/4085249/C12297-1_Commission_Letter_Decision__-_Campus_Energy_-_Tolls_and_Terms_and_Conditions_of_Service_for_the_Suffield_Pipeline_System_and_objections_and_complaints_regarding_Suffield_-_A7S4Q6.pdf?nodeid=4087554&vernum=-2https://docs2.cer-rec.gc.ca/ll-eng/llisapi.dll/fetch/2000/90465/92833/92843/443945/472730/471076/A16008-1_NEB_%E2%80%93_Reasons_for_Decision_%E2%80%93_TransCanada_%E2%80%93_Gros_Cacouna_Receipt_Point_%E2%80%93_RH-1-2007.pdf?nodeid=470970&vernum=-2https://docs2.cer-rec.gc.ca/ll-eng/llisapi.dll,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
40,/fetch/2000/90465/92835/155829/673846/685797/685706/,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
41,A1Y9R7_-_Appendix_1_-_Competitive_Toll_Settlement_%28the_CTS%29.pdf?nodeid=685713&vernum=-2   -2-  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
42,4.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
43,"Enbridge, Canada Energy Regulator (CER)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
44,Tariff,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
45,No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
46,"470, Local Tolls Applying  on Crude Petroleum, Natural Gas Liquids and Refined Petroleum Products,  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
47,(REGDOCS,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
48,No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
49,C06522-3),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
50,5.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
51,"Enbridge, CER Tariff",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
52,No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
53,"466, Local Tolls Applying on Crude Petroleum, Natural Gas Liquids and Refined Petroleum Products, (REGDOCS No.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
54,C06516-3),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099640
